0,toxic
what ban fuckheads wikipedia fuckwhits ! ! !,1
"do n't bother , this admin do n't give a damm he 's just wraped up in his power trip truth , or facts or reason be dammed , only the relgion of jimbo and the coolaid is now relavent wik kafka catch22 animalfarm num num num num btw i'm joehazleton and i hate when others take credit for work i do n't do",1
"oh , stfu ruber chiken we 'll invade your country",1
is n't that your goal \? slurp i 'll still find you after being banned,1
my thoughts kinghy was right you 're a civility nazi i hope you will change \( or have changed \) your ways,1
"its madness shes of chinese heritage , but japanese ! thats impossible , its like if some one was of irish heritage and was born in america would that make them american that would imply that a persons nationality , is biased on where there born , and has little to do with those who came before them madness",1
both of these two people are gay kids and need to be taught a big lesson from their daddy so do not interrupt,1
ko it might also be a good idea not to taunt and brag about editors who you get banned for disagreeing with you since it makes you look immature and drunk with power hope this helps,1
where you at steve \? ! rep yo hood son ! do work ! billy motherfuckin mayes out !,1
\( screencapped before jpgordon deletes it all out of some serious butthurt \),1
"'do n't other people wonder why we are hemorrhaging editors , and new people are n't joining \? tink , abusivwmf ! !",1
"you think he is awesome because you are tony the marine you are sending messages to yourself tony under various names , and i can prove it if , by chance , you are not , you are certainly fabricating all manner of stuff to make yourself look great what a very sad individual with all manner of mental health problems",1
"i 'd hoped for a better , more neutral response from you , but apparently you too have your own biases even if my remarks in that in exchange were indeed especially incivil and immature \( which is an absolutely ridiculous proposition , i 'd say \) , i 'd at least expect you to give me the slightest bit of credit for the rather magnanimous step i took in apoligizing to clio but no such luck i think you may be mistaken in your assertion that clio and myslef have buried the hatchet i may have buried the hatchet with her through my unqualified , unconditional apology , only to get a lukewarm ok i 'll accept your apology but you 're still wrong and i'm still right so please continue to stay away from me response the hatchet is only half buried at this point as for having a giant chip on my shoulder , how , in god 's name , can describe me in such a way , after taking such an extremely magnaminous step in offering such an apology \? one would only hope for praise for taking such a bold , magnanimous step , rather than yet further insults as to immaturity my apology was indeed the most mature thing i 've ever seen on wikipedia shame on you for giving me absolutely no credit for it you 're certainly a rather poor admin afterall block me again if you wish , if you feel i 've insulted you i 'll just award myself another resilience barnstar for it",1
"sorry , no \? no is what a master says to a dog no is what a parent says to a child clearly you have this illusion that you 're somehow more important than i am on wikipedia , that you are a boss of mine since this illusion is likely the only thing keeping you from ending your sorry life , i will not end it for you i am your subordinate , and hopefully that makes up for your small penis sorry , no \? yes , master , anything you say you have power over me i must repent ! talk c",1
thank you for editing iranian articles you are our slave slave of iranians,1
"what exactly is your problem \? go play games with somebody else little boy put down your video game controller and get out of your mommies basement and get a life assclown we are in current production , not num num as you falsely keep suggesting num num so get it right assclown",1
"please do n't be a cunt and make threats please i just wanted to discuss the issue the criticism portion is a complaint about school rules , that 's irrelevant for an encyclopedia entry have criticism is fine , but these criticisms are not valid for an encyclopedic entry , and further are a pov every school has rules , do complaints of the rules belong an encyclopedia \?",1
"mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? faggotmongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? retardmongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? hand faggotmongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? faggotmongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? moronmongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? faggotjiggaboomongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? retardmongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? faggotkikeniggermongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? faggotmongo , tell us why did you do wtc \? why mongo \? jewfaggotmongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? faggotmongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? retardmongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? hand faggotmongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? faggotmongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? moronmongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? faggotjiggaboomongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? retardmongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? faggotkikeniggermongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? faggotmongo , tell us why did you do wtc \? why mongo \? jewfaggotmongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? faggotmongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? retardmongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? mongo , tell us why did you do wtc \? why mongo \? hand faggotmongo , tell us",1
"so , it was in the lede for a time , there was a concensus , and now someone has taken it upon themsleves to delete it with no discussion typical now to pour over the history to see exactly who that arrogant jerk is num num num num",1
"ryan1711 , you 're not fooling anyone playing dumb and acting condescendingly is not helpful",1
do you have a life \? why are you follwing me and checking my edits \?,1
"last warning , mark ! anymore defiant arguments and i will be subduing you with my merciless wrath !",1
then do n't live with it ! screw your tyranny and go jump in the lake,1
"kindergarden ! some ignorants 've added pakistanis on the article pakistanis are indid , not iranid what 's next then \? gypsies \?",1
"eagle , he 's just a pov pusher he was trying to strip the information out of the article , and started chain reverting in order to do it he 's still lying and saying that the only muslim nations with religious police are saudi arabia and iran either he 's just willfully ignorant or he is deliberately trying to push a very specific pov , and he seems not to care at all about facts",1
"he believes in openness but closes his page bull hit we all see thru u jimbo wikipedia founder hit with relationship trouble , allegations of excessive spending by megan mccarthy march num , num num num num pmcategories people wikipedia founder jimmy wales did n't have such a good weekend first the blogosphere and then wikipedia itself lit up with news of his messy breakup with controversial canadian tv pundit rachel marsden now , accusations are flying that wales has been living the high life on the expense account of the nonprofit foundation he created on friday , reports surfaced that the married but divorcing internet icon carried on a clandestine affair with marsden evidence of the affair included lurid im transcripts , which appeared on silicon valley gossip blog valleywag on saturday , wales posted a statement on the wikipedia foundations website \( which he later moved to his personal site \) denying that his actions went against wikimedia foundation 's policies , and stating that the affair had ended marsden responded by listing the clothes that he left at her house up for auction on ebay so , what 's the big deal when a relationship goes sour \? well , the two met when marsden contacted wales to help her clean up what she perceived to be errors on her personal wikipedia page , and there have been allegations that wales used his influence to improperly make changes former associates of wales' are using this scandal to bring up other worries they have about the organization of the foundation former wikimedia exec danny wool , who left the foundation last year , wrote a blog post insinuating that wales used the non profit foundation as his own personal piggy bank expenses that wales tried to apply to the foundation included num bottles of wine and visits to moscow massage parlors , wool alleges according to wool , the expenses got so out of hand that the wikimedia foundation took away wales' corporate credit card there were occasions where he used the wikimedia foundation for personal advancement under the guide of the mission and , as someone who was in there for the mission part of it , i found that rather distressful , wool told epicenter wales did not immediately respond to a request for comment",1
"good to see the neo nazi wikipedia editors all stick together good work , fellas ! victory or valhalla !",1
"your informations are misleading and full of errors your informations are misleading and full of errors if this is the way you serve people , i pity them for being brainwashed with lies of you",1
do n't forget that we need to add extra emphasis to how it 's all the fault of homosexuals ! num num num num,1
"pig fenian nice wrist action boys , keep it up",1
"you were n't forced , but rather took great delight in continuing your adolescent harassment",1
who cares \? the janjaweed are just a bunch of murderers anyway !,1
death to the infidel whoever that may be,1
"with midazolam and alfentanil iv , the synergistic effects knock out the ability to sense co2 levels in the blood so all voluntary respiration stops its used in intensive care for people on mechanical ventilators to stop them fighting the machine , but is adminsitered in the nhs on side wards mainly co2 just builds up in the blood , but the midazolam and morphine levels are so high , they dont twitch and upset the bitches of nurses who know exactly what they are doing when they inject this stuff , and dont really give a toss one way or the other",1
agf does not mean put your head in the oven and assume the user wo n't press the on off button again ho ho ho,1
foster antisocial personality dis i take it that you are a devout religious nut job then !,1
"the irony of this staement goes off the scale , hw general incivility \? check too much time on their hand \( sic \) \? check pornography obsessed \? check dear oh dear , you 're not learning anything are you \?",1
"novchak agent do not delete my edit , it was missing a word to be grammatically correct why do n't you try reading it first and maybe you will see that it is incorrect people like you make wikipedia suck",1
"you 're missing the point of these re editting , many do agree with removing the picture with the old one , you should think about how others feel about this too , not just me who thinks someone is being racist through biasness , or the person moxy who requested you to block me you may have the right to block me for accusing people , but you have no right from blocking others who refuse this picture for their own reasons i guarantee you i wo n't be the only one who is unhappy about these pics , especially asian men who wo n't feel happy about this how the hell can you call that anatomical features when you ca n't seen see the guys penis \? \? \? \( and yes , i know asian men are know for having smaller ones but not that tiny , that guy has an malfunction syndrome penis \) warriorspride6565 \( talk \) \( talk contribs \) num num , num march \( utc \)",1
"spare us instead of inserting idiotic comments about subjects you clearly know nothing about , why not try doing a simple google search first e g http www google com search \? hl en safe off q numthomas cannon num homosexuality btng search but that would imply self doubt , would n't it and be so tiresome and so unnecessary for someone who has , what , a barnstar \? never mind your laziness or stupidity i spit on your arrogance",1
why are my posts being deleted \? i think deepak the dictator is deleting them can someon block him \? he 's a troll who think 's he rules wikipedia i think he also might support the ground nazis cus his name has the letter d in it and i think some nazi 's also had that letter num num num num,1
"blocked i was blocked by you after a sock puppet person using num accounts kept making obvious vandilism changes to an article they called it blanking a page after i edited out all the crap they had put onto the page for some reason , none you never even looked at anything on the affected page or talked to anyone about the problem , nor did you ever even try to talk to me , you just ban away it has been known for a very long time that the user gwernol is a sock puppet jimbo himself edited the article and told people to only populate the article with factual items the article had been being picked on by several editors \( sockpuppets \) all matching gwernol 's ip address i removed everything gwernol had written and he comes to you to attempt to block me , and without even talking to me you blocked me congradulations on failing the wikipedia administration test , i believe you will be removed within the next few days as a wikipedia administrator by jimbo himself , we have been discussing your actions over the last num hours btw , i 'd like you to know , your block had no effect on me whatsoever we have a long and true way to deal with rogue admins and moderators you are about to see that",1
i hate people because they delete me on facebook ! ! !,1
mind your own business,1
"antisemites being protected from jews geez , has anyone else seen that pig flying nearby \? i also heard it 's snowing in hell \)",1
"apologies apparently you are n't too fond of my most recent contribution , in which i referred to you as a cunt this word was admittedly a touch too strong i hereby downgrade my insult to the more apt 'douche sack'",1
"i do n't think he 's gay , but he may be in a relationship with a guy what 's the big deal \?",1
"no you understand me uncorrectly because your very deformed common sense is ready to lead you to immediate ending of discussion by indefinitely blocking of opponent i understand that you may to do so because you 're a kind of odd person with some administrative rights it is not my intention , but your and only your assumption that , because you 're a lesbian , i am not going to ever follow wikipedia 's rules i only said that it 's very pity that humans like you are aimed to use any possibility to teach not only odd persons",1
here 's your answer you 're gay plain and simple next !,1
"honestly the way wiki is treating this is a joke a i could have cited news sites but since when is a news site worthy of an academic cite \? b if the person that wanted peer review felt like it , he would have sought it num years ago , he chose not to do it , but none the less his work is known and was mentioned in many math related 'forums' and most ignored it c only the recent num open source test of the work proved the nummod algorithm is a major thing in math , again , github is a programmers resource and it was not until a computer used the actual nummod algorithm that it was shown to be a 'big thing' and since then some news sites have covered it , but i chose not to cite them due to imo they are not npov but none the less they covered the story d the fact is a major computer site where programmers have free reign to challenge any claims exists and for over two years not one programmer challenged the findings e so what if the person that discovered it works outside of academia and has no regard for normal 'peer review' the fact is he has no peers if you ask some in academia that know of his work , and i am one of those people that know of the work and how brilliant the work is now to summarize , we have a bunch of pags about primes on wiki , and even pages created after his discovery that use his discovery \( ie the sieve of atkin nummod work is his work discussed in the public forum and usenet math and physics forums is where he chose to discuss his amazing work so now you have num sieve of atkin using a nummod algorithm , guess what that was in his num paper so does wiki acknowledge that \? no and i did n't even bother to waste my time of the num mod algorithm since the big deal as you are saying is the pyprimes test and i cited that very well , it 's a program created in python , i cited the wiki python page , then i cited github for both pyprimes and the pyprimes testing now while math is m forte , i am sufficient enough in computer skills to understand what github is and to understand how to read the speed tests and the prime spirals smoked every algorithm there is now anyone can download python \( which i have done \) and download pyprimes \( which i have done \) and run the tests guess what just like a math experiment , it is duplicated so github and the tests which are not 'new' should be enough to begin a wiki page on this truly amazing discovery in math i myself became aware of the first paper in num , as did others in aademia recently i became aware of 'news sites' running stories citing what i copied , the links to the github tests while some here can say well it 's not ama , so what , in the world of primality testing primes spirals as per the pyprimes results shows prime spirals are a big deal now i tried to be npov in giving all sides of the story , adoni has a valid num claim i can verify it and i chose not to but i cited a drexel math forum and i could have cited many other math sites discussing his nummod , nummod and nummod prime work in the num 's is this signficant \? you bet it is since nummod prime sieve aka atkin sieve is num so his nummod prime work is well before it now the github tests mentions 'croft spirals' , that 's due to in num a person named croft registering a web site and ripping off the num work my opinion now croft can say all he wants that he found it playng his guitar or whatever he is claiming the fact is anyone can document adoni with prime theory from the num 's saying nummod , nummod and nummod is the key num years later sieve of atkin appears , well that 's only a rehash of the adoni nummod work from the num 's yet no one is giving him credit num croft puts out his nummod work and its inserted into pyprimes on github and it smokes every major prime algorithm there is and all of them have pages on wiki as i cited so num a work on github verifies how important to primality the nummod spirals are , but he says croft spirals , well guess what helixq is now out there and taking num credit for the num work of dr adoni my site to a drexel math site from the num 's mentioning nummod prime work \( prime spirals \) is a major cite , since adoni could care less about the ama or whatever , in all probability he will soon be nominated for a nobel on his work , that is how important it is think about it , not one prime algorithm could beat the ancient sieve of eratosthenes , none of them on a computer creating primes all other algorithms are terribly slow the only two fast generators from scratch are the ancient sieve of eratosthenes and the prime spirals , and the winner was prime spirals now i can cite recent news articles about it , laughing at academics it links to that said it was no big deal in the num 's who now all look foolish due",1
"lesbian teenager how about the fact she was a lesbian in her teenaged years \? thats important isnt it \? ignorant fundy how about saying the fact shes an ignorant fundy , thinks the world is num years old and pretends evolution is not real \?",1
"beckjord to nlu i 'll try again i ask you to stop claiming vandalism and sock pupperty against me you are overzealous , and you assume mistakes are vandalism please back off beckjord",1
"anti greek nationalis wikipedia hi alexikoua , yous should not vandalise wikipedia by editing false information you may be a chauvinist but you can not edit false information on wikipedia there is nowhere num percent greeks in albania http www instat gov al media num rezultatet kryesore t censusit t popullsis dhe banesave num n shqip ri pdf this is the real information because it is the census do not vandalise wikipedia with your militant ideas",1
"axeman num says i did n't vandalize ac dc 's page , they did perform a song called big balls , it was released in num , but they did perform it at that concert in num , i did n't make an inappropriate edit at all , do you even know anything about ac dc \? \? i really do n't care , ban me , i 've done nothing wrong and i 'll just change my ip address and get a new account if it comes down to it , so just come on and ban me and continue to live in your little fairytale land since apparently it makes you feel more important in life because you 're an admin , whoopee update from axeman num it was n't a personal attack on you , scarian , this is the only way i'm able to reply to your annoying warnings , just ban me already , you pathetic loser , i told you all you need to know , you 're just stuck is this sad little fantasyland where everything 's overly politically correct , just ban me already , and stop messaging me , i do n't respect you , or any other admin ! \)",1
http unrule info files wank mpeg woah ! that 's a huge ejaculation is there any explination as to how that 's possible \?,1
jeffpw and isaac are both death lol !,1
"based on chriso 's behavior that 's a load of bull , he 's just pretexting to attack me further , he never gave me a warning about being blocked , the only warning i had was this and i responded to the abusive jerk by placing a question of his interpretation of the rule which he flatly refused to respond to",1
you 're a douche it is not a slang guide it is an article containing slang,1
lol ! ! ! ! ! like you can stop me i am forever eternal you fagboy ca n't you be a little more creative and less obtuse \? num num num num,1
"naconkantari vandal wont not not stop harassing me naconkantari keeps reverting my comments on my own talk page , falsely accusing me of removing warnings on ip pages he also reverted my comment on raddragon300 's page after i suggested he apply for adminship naconkantari felt i was wrong so he used the rollback tool please block this mongoloid fraud",1
"but he is ugly and that 's a fact ugly people should n't put up their image are we suppose to lie or tell the truth \? i'm telling the truth as you can see mam , take it easy num num num num",1
"wikipedia is a bias organization i provided sources as to why i made those changes , yet they were denied because they were unreliable according to wikipedia guidelines , which is false the guidelines are a joke in the first place i also made my proposal , but before i could even finish making my proposal , decausa jumped in right away and tried attacking my viewpoints , even though i gave sources and facts how come you did n't suspend him for that huh \? i took a long time writing that proposal and he did n't even let anybody look at it before he jumped in , and that 's why i got angry ! ! ! he is supposed to be a moderator and he is being so biased out of all the sources on the kurdish language he decided to find num that disagreed with me just so he can get on my nerves where is the justice for him \? \? it is so easy to to just suspend accounts , but your not creating a solution to the problem even as we are speaking right now , there is a proposal on the kurds talk page that is in favor of removing the term iranian for kurds , with more people supporting it than opposing , but i see no fucking changes ! !",1
ignorant unhelpful i 've made numerous valid statements on correcting the eye color page and yet you continuously ignore me and aim to prove me wrong because you seem too obtuse and self centered to even bother listening i'm afraid i'm going to have to lodge a complaint to wikipedia about how unhelpful and oblivious you appear to be towards peoples pleads on talk pages when making valid statements of corrections,1
"gwen gale ms gwen gale , you are the one who is vilolating wiki 's policy and you are abusing your powers as an editor to distribute this garbage and propaganda your source documentation is nothing more than hearsay there are many theories which exist regarding the dispappearance of these two historical figures , yet you choose to use wikipedia as your personal sounding board i have several authors , scholars , and historians standing behind me to refute your claim of your sourced documentation vandalism is any addition , removal , or change of content made in a deliberate attempt to compromise the integrity of wikipedia the most common types of vandalism include the addition of obscenities or crude humor , page blanking , or the insertion of nonsense into articles ms gale , you are the one in violation fo this , not i your editing is nothing more than nonsense you are comprising the integrity of wikipedia by refusing others to correct your hearsay and propaganda if anyone tries , you banned them you are nothing more than a wiki nazi",1
"consider it what you want , nazis your propoganda doesnt intimidate me your bias just sickens me",1
"it is just as much garbage to claim that the yankee fans is die hard , almost as much garbage to claim that their is not competive imbalance problem in baseball if you tried to have me banned it will be hard for you to argue claiming their is large element of yankee fans are die hard is a neutral point of view , without including counter evidence to that points out yankee fans have not supported the team in down years",1
nazi i is love pope cos pope iz well nazi innit,1
"so ya think ya blocked me huh \? not really , go check out talk cheerleading but i'm done vandalizing for tonight , and probably indefinately go check out http www anticheerleading com and find out how the activity is so sucky ! peace",1
i will shove a live tuna fish in your mouth and pull the tail ! i am still in love with her burp,1
"it is not disruptive , and does not appear to be attention seeking these remarks are just argumentum ad hominem arguments , nothing more you have zero evidence of this supposed motive on my part , and are just attacking me because we disagree on the article , an unambiguous violation of wp agf is there a particular article i'm working to improve \? there is n't \? \? \? how do you figure \? what is your basis for this accusation \? have you checked my edit history \? there 's lots of articles i'm constantly working to improve , as any look at my editing history shows , which flies in the face of this idiotic remark of yours there are entire lists of articles i 've created and worked on seen on my user page , including three articles i single handedly brought to ga status the arthur adams \( comics \) article for example , has been expanded and improved by me on an ongoing basis for the past three years , and is currently undergoing a ga examination process these inane comments by you do nothing other than to reveal you to be an abject child and a pathological liar , one who brazenly attacks others who dares disagree with him",1
this article is pure left wing stupidity from top to bottom a whitewash stalin ruled by terror the man was a monster,1
do you like big breast or big butts \?,1
"it 's funny that you have no other word to use but sockpuppet , dumbo",1
stop editing the truth that i posted in the mtv jams article desgraciado !,1
"by abuse administrative privileges , i mean i am an administrator , i am not impartial , for some reason i care way too much about this article , enough to spend years policing the people who disagree with me , and nobody but other administrators have ever agreed with me so if i have a problem , i 'll just call another administrator to back me up , and i 'll even have somebody lock the article for me so that nobody else can have any fun yes , this user has actually gone through other administrators \( undoubtedly having private conversations with them \) to lock this article pages upon pages of discussions with people disagreeing with him be damned he 'll get his way it 's abusive and it needs to stop find somebody else to police the article , enough of this oh , and i do n't care that you do n't like my personal attacks mangojuice is a troll num num num num",1
i am not the only one who finds the article too ridiculous and trivia to be included,1
stop harassing me ! i hope that you get blocked ! stop harassing me ! i hope that you get blocked !,1
how much did it cost \? how much did the furries pay to get ottersex on the front page \?,1
"sandifer , i'm going buy my way back into wikipedia for all your puffery , i 'll bet you 've never forked over a penny to the cause and even you have , i 'll make your contribution seem like pennies",1
"goal count i do n't understand people that do n't understand that the appearances and goals are for domestic league matches only it says it right there stop putting that he scored one goal and played two matches it was a friendly and it does n't count i am mexican , but i am sure the people that keep changing the goal amount are mexicans , but they are too stupid and proud stop doing it !",1
"biased moderators the following users overmoderate , , , they are biased against valid edits made on pages such as internode systems instead of commenting on and providing guidance on contributions , they choose to delete contributions that do n't reflect their views they then lock down the pages so users are unable to contribute to them , and can suck me off",1
"coi and afd i wont bother to join wikipedia to delete your vanity spam cruft , dan i am not a banned user \( still got the evidence for that , despite the months of unremitting cyberattacks \) but on principle , i will not join i will provide sufficient evident to assure that your the hypocrisy behind your abusive attacks for coi against others whilst applying alternative rules to yourself is known if you erase it here , i 'll make a new site , and post it to other places where persons can come and view it jig 's up dan and please do come on my machine , use whatever tracking tools possible via apple com and g i need some more forensics i think you are on board with the fact that the attacks are serious matters in continental europe , and the united states , as well as being copied to the uk authorities so please , do come on my computer or arrange for some hackers to do it \( the fbi ssa cd told me that was how it was done , but he just did n't tell me who and how i'm sure that this can all be brought out if needed just give us all the material to make that possible \) oh , and p s your three spam cruft articles are going to go booksmart was subsumed by adobe 's new products you are not notable , dan wikipedia is not to be used for self advertising your hypocrisy was never ok neither the bullying please come on my computer i need more forensics or send over some kiddie hackers we can catch them , and have them squeal on you if they come from some small country somewhere i can have a regional office of my former employer help to procure evidence and testimony with great pleasure if not the u s government at this point , everyone is embarassed to pieces by you guys and then there 's those subpoenas of g num num num num",1
"the official death certificate by russian government says dec num num and your other language wikipedias say same , grow up , will you !",1
"seriously , irishguy do n't you see the absurdity here \? you 're going to extend a block because i said they will have to answer for their actions \? \? would you please reveal the acceptable wording available to a mere editor who needs to express disapproval \? perhaps , sir , i recognize that i am as nothing to you , but i humbly , humbly submit to you that your , um , your slightly , lightly aggressive policing of insert policy here has a slightly , lightly yes , oh , barely discernible negative impact on our project forgive me , o splendorous admin , for even raising the issue and i will be quiet now is that close to acceptable \? and then you thunder this will not be tolerated ! , really as if you 're royalty or at least a stormtrooper for a very vindictive apparatus ultimately answerable to some sort of tyrant bearing no resemblance to jimbo go ahead , irishguy extend it you know you want to i wo n't raise a finger to deny you your little endorphin spurt as you hit the button",1
its current status as the most boring website ever,1
i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg i am a bad egg,1
"hahahahahahaha your fake information u have filled wikipedia wont be tolerated , stop spread propaganda in wikipedia , all information is fake as the fake state of fyrom the truth shall prevail",1
i think we should add some tags and get rid of some of the crap,1
"the question , actually , is not whether one would do that , it 's whether one could do that people have different moral compasses , and someone might have sex witha hooker , then kill her and take any money she has on her at the time \( although doing so would enrage anyone she works for \) '''' \( blah v v \)",1
"1 you are lying post the sentence where it says num million if you are not lying num you are violating your topic ban by being here , and if you do not leave , i will report your malfeasance and have you permanently banned num the kleck study is num years old and based on discredited methodology it honestly should not even be in the article you are embarrassing yourself by fawning over it",1
"kim , please do n't use your arcane wikipedia logic to protect your friends i have reverted your deletion of my deletion note this idiot should not have a page on wikipedia , he 's a nobody that has never accomplished anything notable",1
"you sure can , where is the pic \? i 'll translucence the shiz damn i'm fast dude , what was the point of this afternoon \? msc transmission ends",1
"that wasnt racism get your facts straight before you speak again calling another person a racist is not racism but hey lets go by your standards that makes jesse james , kayne west , al sharpton and just about every black community racist thank you for your time i win this war max",1
"hello , i am gay welcome to the o o site of gilliam ! i murder puppies c c c c c c c c",1
"hey , fool guess what \? i did n't blank any pages your reversions were based entirely on my edit summaries and why did i use blanked the page as my edit summary \? just to test you guys you failed the test , as i was expecting num num num num",1
get posterized they see me wiki they hatin tryna catch me writing dirty i'm back mlau0406 mlau040655 and now mlau7464 think you can stop me,1
